title,link,citation,summary,resource_title,file_format
QSMRim-Net: Imbalance-aware learning for identification of chronic active multiple sclerosis lesions on quantitative susceptibility maps,https://www.sciencedirect.com/science/article/pii/S2213158222000444,22,"H Zhang, TD Nguyen, J Zhang, M Marcille… - NeuroImage: Clinical, 2022 - Elsevier",sciencedirect.com,HTML
Automatic detection of multiple sclerosis lesions using Mask R‐CNN on magnetic resonance scans,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-ipr.2020.1128,8,"M Süleyman Yıldırım, E Dandıl - IET Image Processing, 2020 - Wiley Online Library",wiley.com,PDF
Quantifying deep grey matter atrophy using automated segmentation approaches: A systematic review of structural MRI studies,https://www.sciencedirect.com/science/article/pii/S1053811919305993,23,"AM Pagnozzi, J Fripp, SE Rose - Neuroimage, 2019 - Elsevier",,
Early diagnosis of multiple sclerosis using swept-source optical coherence tomography and convolutional neural networks trained with data augmentation,https://www.mdpi.com/1424-8220/22/1/167,11,"A López-Dorado, M Ortiz, M Satue, MJ Rodrigo… - Sensors, 2021 - mdpi.com",mdpi.com,HTML
An Automatic Multiple Sclerosis Lesion Segmentation Approach based on Cellular Learning Automata,https://www.researchgate.net/profile/M_Moghadasi/publication/334943483_An_Automatic_Multiple_Sclerosis_Lesion_Segmentation_Approach_based_on_Cellular_Learning_Automata/links/5ec7bb3d458515626cbfca15/An-Automatic-Multiple-Sclerosis-Lesion-Segmentation-Approach-based-on-Cellular-Learning-Automata.pdf,5,"M Moghadasi, G Fazekas - International Journal of Advanced …, 2019 - researchgate.net",researchgate.net,PDF
Uncovering convolutional neural network decisions for diagnosing multiple sclerosis on conventional MRI using layer-wise relevance propagation,https://www.sciencedirect.com/science/article/pii/S2213158219303535,135,"F Eitel, E Soehler, J Bellmann-Strobl, AU Brandt… - NeuroImage: Clinical, 2019 - Elsevier",sciencedirect.com,HTML
Interpretable deep learning for the remote characterisation of ambulation in multiple sclerosis using smartphones,https://www.nature.com/articles/s41598-021-92776-x,9,"AP Creagh, F Lipsmeier, M Lindemann, MD Vos - Scientific Reports, 2021 - nature.com",nature.com,HTML
Corneal confocal microscopy demonstrates axonal loss in different courses of multiple sclerosis,https://www.nature.com/articles/s41598-021-01226-1,12,"IN Petropoulos, KC Fitzgerald, J Oakley, G Ponirakis… - Scientific reports, 2021 - nature.com",nature.com,HTML
A superpixel segmentation based technique for multiple sclerosis lesion detection,https://arxiv.org/pdf/1907.03109,7,"SH Gheshlaghi, A Ranjbar, AA Suratgar… - arXiv preprint arXiv …, 2019 - arxiv.org",arxiv.org,PDF
Deep learning methods for automated detection of new multiple sclerosis lesions in longitudinal magnetic resonance images,https://dugi-doc.udg.edu/handle/10256/18081,1,M Salem - 2020 - dugi-doc.udg.edu,udg.edu,PDF
Prediction of disease progression and outcomes in multiple sclerosis with machine learning,https://www.nature.com/articles/s41598-020-78212-6,79,"MF Pinto, H Oliveira, S Batista, L Cruz, M Pinto… - Scientific reports, 2020 - nature.com",nature.com,HTML
High performance multiple sclerosis classification by data augmentation and AlexNet transfer learning model,https://www.ingentaconnect.com/contentone/asp/jmihi/2019/00000009/00000009/art00035,110,"YD Zhang, VV Govindaraj, C Tang… - Journal of Medical …, 2019 - ingentaconnect.com",researchgate.net,PDF
Comparison Study for Spinal Cord Segmentation Methods aiming to detect SC Atrophy in MRI images: Case of Multiple Sclerosis,https://ieeexplore.ieee.org/abstract/document/9231790/,1,"B Mnassri, M Sahnoun… - 2020 5th International …, 2020 - ieeexplore.ieee.org",researchgate.net,PDF
A multimodal 2d convolutional neural network for multiple sclerosis lesion detection,https://www.techrxiv.org/doi/full/10.36227/techrxiv.20257716.v1,2,"F Raab, S Wein, M Greenlee, W Malloni, E Lang - Authorea Preprints, 2023 - techrxiv.org",techrxiv.org,PDF
A generalized deep learning network for fractional anisotropy reconstruction: Application to epilepsy and multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fninf.2022.891234/full,1,"M Gaviraghi, A Ricciardi, F Palesi… - Frontiers in …, 2022 - frontiersin.org",frontiersin.org,HTML
Reliable brain morphometry from contrast‐enhanced T1w‐MRI in patients with multiple sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.26117,10,"M Rebsamen, R McKinley, P Radojewski… - Human brain …, 2023 - Wiley Online Library",wiley.com,PDF
"… gray rating via artificial intelligence): fast, feasible, and clinically relevant thalamic atrophy measurement on clinical quality T2-FLAIR MRI in multiple sclerosis",https://www.sciencedirect.com/science/article/pii/S2213158221000966,9,"M Dwyer, C Lyman, H Ferrari, N Bergsland… - NeuroImage: Clinical, 2021 - Elsevier",sciencedirect.com,HTML
Current review and next steps for artificial intelligence in multiple sclerosis risk research,https://www.sciencedirect.com/science/article/pii/S0010482521001311,11,"M Hartmann, N Fenton, R Dobson - Computers in Biology and Medicine, 2021 - Elsevier",qmul.ac.uk,DOC
Diagnosis of multiple sclerosis disease in brain magnetic resonance imaging based on the Harris hawks optimization algorithm,https://www.hindawi.com/journals/bmri/2021/3248834/,11,"AFA Iswisi, O Karan, J Rahebi - BioMed Research International, 2021 - hindawi.com",hindawi.com,HTML
Impact of individual rater style on deep learning uncertainty in medical imaging segmentation,https://arxiv.org/abs/2105.02197,10,"O Vincent, C Gros, J Cohen-Adad - arXiv preprint arXiv:2105.02197, 2021 - arxiv.org",arxiv.org,PDF
Prediction of multiple sclerosis patient disability from structural connectivity using convolutional neural networks,https://ieeexplore.ieee.org/abstract/document/8856845/,13,"A Marzullo, G Kocevar, C Stamile… - 2019 41st Annual …, 2019 - ieeexplore.ieee.org",,
Fluid-attenuated inversion recovery MRI synthesis from multisequence MRI using three-dimensional fully convolutional networks for multiple sclerosis,https://www.spiedigitallibrary.org/journals/journal-of-medical-imaging/volume-6/issue-1/014005/Fluid-attenuated-inversion-recovery-MRI-synthesis-from-multisequence-MRI-using/10.1117/1.JMI.6.1.014005.short,34,"W Wei, E Poirion, B Bodini, S Durrleman… - Journal of Medical …, 2019 - spiedigitallibrary.org",nih.gov,HTML
Improving pathological structure segmentation via transfer learning across diseases,https://link.springer.com/chapter/10.1007/978-3-030-33391-1_11,14,"B Kaur, P Lemaître, R Mehta, NM Sepahvand… - … Medical Image Learning …, 2019 - Springer",mcgill.ca,PDF
Open-source pipeline for multi-class segmentation of the spinal cord with deep learning,https://www.sciencedirect.com/science/article/pii/S0730725X19300098,21,"F Paugam, J Lefeuvre, CS Perone, C Gros… - Magnetic resonance …, 2019 - Elsevier",nih.gov,HTML
Moddrop++: A dynamic filter network with intra-subject co-training for multiple sclerosis lesion segmentation with missing modalities,https://link.springer.com/chapter/10.1007/978-3-031-16443-9_43,12,"H Liu, Y Fan, H Li, J Wang, D Hu, C Cui, HH Lee… - … Conference on Medical …, 2022 - Springer",arxiv.org,PDF
SLO-MSNet: Discrimination of multiple sclerosis using scanning laser ophthalmoscopy images with autoencoder-based feature extraction,https://www.medrxiv.org/content/10.1101/2023.09.03.23294985.abstract,1,"R Arian, A Aghababaei, A Soltanipour, SB Iyer… - medRxiv, 2023 - medrxiv.org",medrxiv.org,PDF
Early diagnosis of multiple sclerosis by OCT analysis using Cohen's d method and a neural network as classifier,https://www.sciencedirect.com/science/article/pii/S0010482520304960,28,"E Garcia-Martin, M Ortiz, L Boquete… - Computers in Biology …, 2021 - Elsevier",,
Computerized image segmentation of multiple sclerosis lesions using fuzzy level set model,https://ieeexplore.ieee.org/abstract/document/9231765/,4,"C Dachraoui, S Labidi, A Mouelhi - 2020 5th International …, 2020 - ieeexplore.ieee.org",researchgate.net,PDF
Deep learning based multiple sclerosis lesion detection utilizing synthetic data generation and soft attention mechanism,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12033/120330R/Deep-learning-based-multiple-sclerosis-lesion-detection-utilizing-synthetic-data/10.1117/12.2613283.short,3,"OZ Shmueli, C Solomon, N Ben-Eliezer… - Medical Imaging …, 2022 - spiedigitallibrary.org",,
State-of-the-art segmentation techniques and future directions for multiple sclerosis brain lesions,https://link.springer.com/article/10.1007/s11831-020-09403-7,42,"A Kaur, L Kaur, A Singh - Archives of Computational Methods in …, 2021 - Springer",researchgate.net,PDF
3D compressed convolutional neural network differentiates neuromyelitis optical spectrum disorders from multiple sclerosis using automated white matter …,https://www.frontiersin.org/articles/10.3389/fphys.2020.612928/full,11,"Z Wang, Z Yu, Y Wang, H Zhang, Y Luo, L Shi… - Frontiers in …, 2020 - frontiersin.org",frontiersin.org,HTML
Limited one-time sampling irregularity map (lots-im) for automatic unsupervised assessment of white matter hyperintensities and multiple sclerosis lesions in structural …,https://www.sciencedirect.com/science/article/pii/S0895611119301004,15,"MF Rachmadi, MC Valdés-Hernández, H Li… - … Medical Imaging and …, 2020 - Elsevier",biorxiv.org,PDF
Exploratory radiomic analysis of conventional vs. quantitative brain MRI: toward automatic diagnosis of early multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fnins.2021.679941/full,13,"E Lavrova, E Lommers, HC Woodruff… - Frontiers in …, 2021 - frontiersin.org",frontiersin.org,HTML
Computerized image segmentation of multiple sclerosis lesions using fuzzy level set model,https://ieeexplore.ieee.org/abstract/document/9231765/,4,"C Dachraoui, S Labidi, A Mouelhi - 2020 5th International …, 2020 - ieeexplore.ieee.org",researchgate.net,PDF
Clustering based Segmentation of MR Images for the Delineation and Monitoring of Multiple Sclerosis Progression,https://ieeexplore.ieee.org/abstract/document/9635369/,,"SP Zelilidou, EE Tripoliti, KI Vlachos… - 2021 IEEE 21st …, 2021 - ieeexplore.ieee.org",,
State-of-the-art segmentation techniques and future directions for multiple sclerosis brain lesions,https://link.springer.com/article/10.1007/s11831-020-09403-7,42,"A Kaur, L Kaur, A Singh - Archives of Computational Methods in …, 2021 - Springer",researchgate.net,PDF
3D compressed convolutional neural network differentiates neuromyelitis optical spectrum disorders from multiple sclerosis using automated white matter …,https://www.frontiersin.org/articles/10.3389/fphys.2020.612928/full,11,"Z Wang, Z Yu, Y Wang, H Zhang, Y Luo, L Shi… - Frontiers in …, 2020 - frontiersin.org",frontiersin.org,HTML
Limited one-time sampling irregularity map (lots-im) for automatic unsupervised assessment of white matter hyperintensities and multiple sclerosis lesions in structural …,https://www.sciencedirect.com/science/article/pii/S0895611119301004,15,"MF Rachmadi, MC Valdés-Hernández, H Li… - … Medical Imaging and …, 2020 - Elsevier",biorxiv.org,PDF
Exploratory radiomic analysis of conventional vs. quantitative brain MRI: toward automatic diagnosis of early multiple sclerosis,https://www.frontiersin.org/articles/10.3389/fnins.2021.679941/full,13,"E Lavrova, E Lommers, HC Woodruff… - Frontiers in …, 2021 - frontiersin.org",frontiersin.org,HTML
Diagnosis of multiple sclerosis disease in brain MRI images using convolutional neural networks based on wavelet pooling,https://jad.shahroodut.ac.ir/article_2062.html,7,"A Alijamaat, AR NikravanShalmani… - Journal of AI and Data …, 2021 - jad.shahroodut.ac.ir",shahroodut.ac.ir,PDF
Deep grey matter injury in multiple sclerosis: a NAIMS consensus statement,https://academic.oup.com/brain/article-abstract/144/7/1974/6184142,32,"…, North American Imaging in Multiple Sclerosis … - 2021 - academic.oup.com",nih.gov,HTML
Machine learning in diagnosis and disability prediction of multiple sclerosis using optical coherence tomography,https://www.sciencedirect.com/science/article/pii/S0010482521002109,40,"A Montolío, A Martín-Gallego, J Cegoñino… - Computers in Biology …, 2021 - Elsevier",sciencedirect.com,HTML
Guidelines for Effective Automatic Multiple Sclerosis Lesion Segmentation by Magnetic Resonance Imaging.,https://www.scitepress.org/Papers/2020/91507/91507.pdf,3,"G Placidi, L Cinque, M Polsinelli - ICPRAM, 2020 - scitepress.org",scitepress.org,PDF
An adaptive sparse Bayesian model combined with probabilistic label fusion for multiple sclerosis lesion segmentation in brain MRI,https://www.sciencedirect.com/science/article/pii/S0167739X19325312,9,"J Wang, M Liu, C Zhang, H Xu, L Zhang… - Future Generation …, 2020 - Elsevier",,
A systematic review of the application of machine-learning algorithms in multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S217358082200075X,7,"M Vázquez-Marrufo, E Sarrias-Arrabal… - Neurología (English …, 2022 - Elsevier",sciencedirect.com,HTML
MIScnn: a framework for medical image segmentation with convolutional neural networks and deep learning,https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-020-00543-7,124,"D Müller, F Kramer - BMC medical imaging, 2021 - bmcmedimaging.biomedcentral.com",biomedcentral.com,HTML
A polynomial regression-based approach to estimate relaxation rate maps suitable for multiparametric segmentation of clinical brain MRI studies in multiple sclerosis,https://www.sciencedirect.com/science/article/pii/S016926072200339X,2,"MA Pirozzi, M Tranfa, M Tortora, R Lanzillo… - Computer Methods and …, 2022 - Elsevier",,
Explainable deep learning for decrypting disease signatures in multiple sclerosis,https://www.sciencedirect.com/science/article/pii/B9780323960984000120,1,"F Cruciani, L Brusini, M Zucchelli, GR Pinheiro… - … Deep Learning AI, 2023 - Elsevier",,
Identification of Multiple Sclerosis lesion subtypes and their quantitative assessments with EDSS using neuroimaging,https://link.springer.com/article/10.1007/s13721-020-00245-8,2,"V Karami, R Mahdavifar, A Habibzadeh… - … Modeling Analysis in …, 2020 - Springer",,
Transfer-transfer model with MSNet: An automated accurate multiple sclerosis and myelitis detection system,https://www.sciencedirect.com/science/article/pii/S095741742301816X,2,"S Tatli, G Macin, I Tasci, B Tasci, PD Barua… - Expert Systems with …, 2024 - Elsevier",,
"Validation of mean upper cervical cord area (MUCCA) measurement techniques in multiple sclerosis (MS): high reproducibility and robustness to lesions, but …",https://www.sciencedirect.com/science/article/pii/S2213158219303122,25,"MM Weeda, SM Middelkoop, MD Steenwijk… - NeuroImage: Clinical, 2019 - Elsevier",sciencedirect.com,HTML
New MS lesion segmentation with deep residual attention gate U-Net utilizing 2D slices of 3D MR images,https://www.frontiersin.org/articles/10.3389/fnins.2022.912000/full,5,"B Sarica, DZ Seker - Frontiers in Neuroscience, 2022 - frontiersin.org",frontiersin.org,HTML
